Inlet_Steam_Temperature,Outlet Steam Temperature ( C ),Steam_Pressure_at_Boiler_Outlet,Feedwater_Temperature,Steam Flow Rate Kg/h,Feed water temperature Kg/h,Boiler efficiency  %,Turbine efficiency %,Steam quantity %,CO2 emission rate Kg/h,Boliler pressure drop bar,Condenser cooling water flow rate m^3/h,Steam turbile RPM,Generator efficiency,Electrical power output MW
542.4047353,150.4047431,166.2126856,218.7197597,59506.38589,650000,90,40.61463348,98,1339.298105,0.5,3099.402864,3883.186813,103.7351909,304.8920972
542.4049349,150.4049428,166.2131154,218.7201188,59507.14153,655000,89,40.61465063,97,1339.50236,0.6,3099.451758,3883.325275,103.7382869,304.892134
542.4051339,150.4051422,166.2135948,218.7204717,59507.72242,645000,91,40.61466778,99,1339.729382,0.4,3099.500697,3883.463736,103.7413829,304.8921709
542.4053335,150.4053412,166.2140541,218.7208276,59508.48996,660000,88,40.61468494,96,1339.936766,0.7,3099.549646,3883.602198,103.7444788,304.8922077
542.4055332,150.4055402,166.2144948,218.7211859,59509.21923,640000,92,40.61470209,98.5,1340.178304,0.3,3099.598535,3883.740659,103.7475748,304.8922446
542.4057327,150.4057396,166.2149853,218.721542,59510.12691,648500,89.5,40.61471924,97,1340.381574,0.6,3099.647502,3883.879121,103.7506708,304.8922814
542.4059322,150.4059386,166.2154682,218.7218988,59510.79953,645800,90.2,40.6147364,98.2,1340.604328,0.5,3099.696469,3884.017582,103.7537668,304.8923183
542.4061315,150.4061381,166.2159363,218.7222585,59511.73524,648200,91.2,40.61475355,99.2,1340.803859,0.3,3099.745426,3884.156044,103.7568627,304.8923551
542.4063311,150.4063373,166.2164067,218.7226177,59512.31388,652800,89.7,40.6147707,97.8,1341.058898,0.5,3099.794334,3884.294505,103.7599587,304.892392
542.4065302,150.4065362,166.2168924,218.7229769,59513.22308,647500,90.5,40.61478786,98.6,1341.243691,0.4,3099.843251,3884.432967,103.7630547,304.8924288
542.4067299,150.4067355,166.2173443,218.7233344,59513.90677,651200,89.8,40.61480501,97.9,1341.427307,0.5,3099.892143,3884.571429,103.7661507,304.8924657
542.406929,150.4069347,166.2177951,218.7236855,59514.74611,647000,91.2,40.61482217,99.3,1341.608489,0.3,3099.941055,3884.70989,103.7692466,304.8925025
542.4071286,150.4071339,166.2182588,218.7240429,59515.66595,648200,90.7,40.61483932,98.9,1341.853247,0.4,3099.989963,3884.848352,103.7723426,304.8925394
542.407328,150.4073334,166.2187248,218.7243981,59516.31399,644100,91.4,40.61485647,98.4,1342.068919,0.3,3100.038925,3884.986813,103.7754386,304.8925762
542.4075273,150.4075331,166.2192035,218.7247531,59517.12648,650000,90,40.61487363,98,1342.263327,0.5,3100.087846,3885.125275,103.7785346,304.892613
542.4077262,150.407732,166.2196444,218.7251031,59517.91109,655000,89,40.61489078,97,1342.514399,0.6,3100.13681,3885.263736,103.7816305,304.8926499
542.4079256,150.4079312,166.2201153,218.7254565,59518.78565,645000,91,40.61490793,99,1342.743858,0.4,3100.185797,3885.402198,103.7847265,304.8926867
542.4081251,150.4081301,166.2205831,218.7258078,59519.50939,660000,88,40.61492509,96,1342.936243,0.7,3100.234712,3885.540659,103.7878225,304.8927236
542.4083246,150.408329,166.2210419,218.726161,59520.14784,640000,92,40.61494224,98.5,1343.120584,0.3,3100.283708,3885.679121,103.7909185,304.8927604
542.4085242,150.4085287,166.2214976,218.7265181,59520.83921,648500,89.5,40.61495939,97,1343.304793,0.6,3100.332648,3885.817582,103.7940144,304.8927973
542.4087237,150.4087281,166.2219016,218.726869,59521.46736,645800,90.2,40.61497655,98.2,1343.528655,0.5,3100.381557,3885.956044,103.7971104,304.8928341
542.4089227,150.4089273,166.2223805,218.727221,59522.39192,648200,91.2,40.6149937,99.2,1343.725253,0.3,3100.430539,3886.094505,103.8002064,304.892871
542.4091219,150.4091265,166.2228604,218.7275715,59523.17177,652800,89.7,40.61501085,97.8,1343.944194,0.5,3100.479535,3886.232967,103.8033024,304.8929078
542.4093209,150.409326,166.2232637,218.7279278,59523.94067,647500,90.5,40.61502801,98.6,1344.127068,0.4,3100.528494,3886.371429,103.8063983,304.8929447
542.40952,150.4095252,166.2237374,218.7282826,59524.81107,651200,89.8,40.61504516,97.9,1344.327064,0.5,3100.577426,3886.50989,103.8094943,304.8929815
542.409719,150.4097241,166.2242328,218.728637,59525.43264,647000,91.2,40.61506231,99.3,1344.508953,0.3,3100.626315,3886.648352,103.8125903,304.8930184
542.4099183,150.4099232,166.2246379,218.7289936,59526.1538,648200,90.7,40.61507947,98.9,1344.705732,0.4,3100.675248,3886.786813,103.8156863,304.8930552
542.4101177,150.4101227,166.2250415,218.7293528,59526.81784,644100,91.4,40.61509662,98.4,1344.942355,0.3,3100.724231,3886.925275,103.8187822,304.8930921
542.4103169,150.4103216,166.2254605,218.7297033,59527.71285,650000,90,40.61511377,98,1345.134374,0.5,3100.773119,3887.063736,103.8218782,304.8931289
542.410516,150.4105208,166.2259404,218.7300597,59528.64001,655000,89,40.61513093,97,1345.314229,0.6,3100.822031,3887.202198,103.8249742,304.8931658
542.4107149,150.4107202,166.2264005,218.7304191,59529.32482,645000,91,40.61514808,99,1345.537433,0.4,3100.871024,3887.340659,103.8280702,304.8932026
542.4109145,150.4109197,166.2268461,218.7307771,59530.21534,660000,88,40.61516524,96,1345.787155,0.7,3100.919936,3887.479121,103.8311662,304.8932395
542.4111142,150.4111188,166.2273159,218.7311362,59530.89574,640000,92,40.61518239,98.5,1345.984399,0.3,3100.968912,3887.617582,103.8342621,304.8932763
542.4113136,150.411318,166.2277211,218.7314872,59531.60926,648500,89.5,40.61519954,97,1346.235524,0.6,3101.017881,3887.756044,103.8373581,304.8933132
542.4115126,150.4115173,166.2281277,218.7318434,59532.21241,645800,90.2,40.6152167,98.2,1346.472138,0.5,3101.066798,3887.894505,103.8404541,304.89335
542.4117115,150.4117168,166.2285519,218.732202,59533.10927,648200,91.2,40.61523385,99.2,1346.699889,0.3,3101.115742,3888.032967,103.8435501,304.8933868
542.4119107,150.4119162,166.2290413,218.7325565,59533.6671,652800,89.7,40.615251,97.8,1346.952652,0.5,3101.164712,3888.171429,103.846646,304.8934237
542.4121098,150.4121152,166.229522,218.7329083,59534.53261,647500,90.5,40.61526816,98.6,1347.133805,0.4,3101.213635,3888.30989,103.849742,304.8934605
542.4123093,150.4123146,166.2299503,218.7332659,59535.30354,651200,89.8,40.61528531,97.9,1347.377455,0.5,3101.26253,3888.448352,103.852838,304.8934974
542.4125082,150.4125138,166.2303839,218.7336244,59536.2113,647000,91.2,40.61530246,99.3,1347.604482,0.3,3101.311491,3888.586813,103.855934,304.8935342
542.4127075,150.4127127,166.2308477,218.7339771,59536.91093,648200,90.7,40.61531962,98.9,1347.846103,0.4,3101.360402,3888.725275,103.8590299,304.8935711
542.4129068,150.4129124,166.2313059,218.734336,59537.55724,644100,91.4,40.61533677,98.4,1348.038801,0.3,3101.409381,3888.863736,103.8621259,304.8936079
542.4131059,150.4131117,166.2317876,218.7346925,59538.44534,650000,90,40.61535392,98,1348.268786,0.5,3101.458315,3889.002198,103.8652219,304.8936448
542.4133051,150.4133108,166.2322012,218.7350438,59539.14588,655000,89,40.61537108,97,1348.503709,0.6,3101.507264,3889.140659,103.8683179,304.8936816
542.413504,150.4135104,166.2326945,218.7353953,59539.9223,645000,91,40.61538823,99,1348.699863,0.4,3101.556205,3889.279121,103.8714138,304.8937185
542.4137034,150.4137094,166.2331306,218.7357496,59540.50638,660000,88,40.61540538,96,1348.921225,0.7,3101.605131,3889.417582,103.8745098,304.8937553
542.4139028,150.4139089,166.233585,218.7361054,59541.16486,640000,92,40.61542254,98.5,1349.164676,0.3,3101.654026,3889.556044,103.8776058,304.8937922
542.4141018,150.4141085,166.2340666,218.7364636,59541.86784,648500,89.5,40.61543969,97,1349.380561,0.6,3101.703011,3889.694505,103.8807018,304.893829
542.4143014,150.4143076,166.234548,218.7368205,59542.55746,645800,90.2,40.61545685,98.2,1349.620494,0.5,3101.75197,3889.832967,103.8837977,304.8938659
542.4145004,150.4145073,166.2350162,218.7371716,59543.12433,648200,91.2,40.615474,99.2,1349.851885,0.3,3101.800863,3889.971429,103.8868937,304.8939027
542.4146995,150.4147063,166.2354893,218.7375282,59543.8466,652800,89.7,40.61549115,97.8,1350.048362,0.5,3101.849842,3890.10989,103.8899897,304.8939396
542.414899,150.4149059,166.2359266,218.7378846,59544.64903,647500,90.5,40.61550831,98.6,1350.26569,0.4,3101.898829,3890.248352,103.8930857,304.8939764
542.4150985,150.4151056,166.2363608,218.7382375,59545.30227,651200,89.8,40.61552546,97.9,1350.486795,0.5,3101.947776,3890.386813,103.8961816,304.8940133
542.4152978,150.4153047,166.2367621,218.7385943,59546.07768,647000,91.2,40.61554261,99.3,1350.681656,0.3,3101.996694,3890.525275,103.8992776,304.8940501
542.4154973,150.4155037,166.2371764,218.7389525,59546.77433,648200,90.7,40.61555977,98.9,1350.926,0.4,3102.045686,3890.663736,103.9023736,304.8940869
542.4156966,150.4157029,166.2376343,218.7393105,59547.3431,644100,91.4,40.61557692,98.4,1351.161585,0.3,3102.094667,3890.802198,103.9054696,304.8941238
542.4158955,150.4159018,166.2381046,218.7396608,59548.27445,650000,90,40.61559407,98,1351.366363,0.5,3102.143613,3890.940659,103.9085655,304.8941606
542.4160952,150.4161008,166.2385329,218.740013,59548.92092,655000,89,40.61561123,97,1351.562964,0.6,3102.192552,3891.079121,103.9116615,304.8941975
542.4162942,150.4162999,166.239001,218.7403702,59549.67881,645000,91,40.61562838,99,1351.788535,0.4,3102.24145,3891.217582,103.9147575,304.8942343
542.4164939,150.4164992,166.2394455,218.7407233,59550.43739,660000,88,40.61564553,96,1352.012425,0.7,3102.290349,3891.356044,103.9178535,304.8942712
542.4166934,150.4166985,166.239902,218.7410771,59551.17517,640000,92,40.61566269,98.5,1352.235914,0.3,3102.339263,3891.494505,103.9209494,304.894308
542.4168927,150.4168978,166.240338,218.7414284,59551.86347,648500,89.5,40.61567984,97,1352.486219,0.6,3102.388165,3891.632967,103.9240454,304.8943449
542.4170921,150.4170967,166.2407406,218.7417816,59552.44795,645800,90.2,40.61569699,98.2,1352.705947,0.5,3102.437065,3891.771429,103.9271414,304.8943817
542.4172911,150.4172963,166.2412383,218.742132,59553.37638,648200,91.2,40.61571415,99.2,1352.888788,0.3,3102.485987,3891.90989,103.9302374,304.8944186
542.41749,150.4174952,166.2416456,218.7424903,59553.92588,652800,89.7,40.6157313,97.8,1353.116931,0.5,3102.534897,3892.048352,103.9333333,304.8944554
542.4176889,150.4176945,166.2421162,218.742842,59554.69899,647500,90.5,40.61574845,98.6,1353.319687,0.4,3102.583833,3892.186813,103.9364293,304.8944923
542.4178883,150.4178934,166.2425932,218.743194,59555.60657,651200,89.8,40.61576561,97.9,1353.540687,0.5,3102.632759,3892.325275,103.9395253,304.8945291
542.4180879,150.4180929,166.2430585,218.7435429,59556.43884,647000,91.2,40.61578276,99.3,1353.756862,0.3,3102.681657,3892.463736,103.9426213,304.894566
542.4182868,150.4182921,166.243503,218.7439021,59557.03226,648200,90.7,40.61579992,98.9,1353.95655,0.4,3102.730643,3892.602198,103.9457172,304.8946028
542.4184862,150.4184911,166.2439809,218.7442593,59557.93209,644100,91.4,40.61581707,98.4,1354.144424,0.3,3102.779592,3892.740659,103.9488132,304.8946397
542.4186858,150.4186904,166.2444771,218.7446163,59558.59495,650000,90,40.61583422,98,1354.362481,0.5,3102.828539,3892.879121,103.9519092,304.8946765
542.4188852,150.4188895,166.2449002,218.7449675,59559.4894,655000,89,40.61585138,97,1354.616722,0.6,3102.877427,3893.017582,103.9550052,304.8947134
542.4190846,150.4190891,166.2453981,218.7453233,59560.0815,645000,91,40.61586853,99,1354.819188,0.4,3102.92636,3893.156044,103.9581011,304.8947502
542.4192836,150.4192884,166.2458681,218.7456779,59560.78899,660000,88,40.61588568,96,1355.070932,0.7,3102.975302,3893.294505,103.9611971,304.8947871
542.4194829,150.4194873,166.246299,218.7460278,59561.62846,640000,92,40.61590284,98.5,1355.282365,0.3,3103.024237,3893.432967,103.9642931,304.8948239
542.4196819,150.4196865,166.2467121,218.7463868,59562.20334,648500,89.5,40.61591999,97,1355.505729,0.6,3103.073234,3893.571429,103.9673891,304.8948607
542.4198811,150.4198862,166.2471473,218.7467369,59562.92001,645800,90.2,40.61593714,98.2,1355.68621,0.5,3103.122161,3893.70989,103.970485,304.8948976
542.4200806,150.4200856,166.2475902,218.7470907,59563.83787,648200,91.2,40.6159543,99.2,1355.875267,0.3,3103.17107,3893.848352,103.973581,304.8949344
542.4202796,150.4202853,166.2480543,218.7474441,59564.7641,652800,89.7,40.61597145,97.8,1356.089668,0.5,3103.220056,3893.986813,103.976677,304.8949713
542.4204789,150.4204845,166.248487,218.7477945,59565.67848,647500,90.5,40.6159886,98.6,1356.337566,0.4,3103.268949,3894.125275,103.979773,304.8950081
542.4206777,150.4206838,166.2489191,218.7481458,59566.51265,651200,89.8,40.61600576,97.9,1356.542624,0.5,3103.317892,3894.263736,103.9828689,304.895045
542.4208768,150.4208833,166.2493377,218.7485053,59567.08767,647000,91.2,40.61602291,99.3,1356.754891,0.3,3103.366868,3894.402198,103.9859649,304.8950818
542.4210758,150.4210828,166.2497525,218.7488642,59567.76303,648200,90.7,40.61604006,98.9,1357.004448,0.4,3103.415816,3894.540659,103.9890609,304.8951187
542.4212754,150.4212824,166.2502368,218.7492152,59568.46205,644100,91.4,40.61605722,98.4,1357.19049,0.3,3103.464739,3894.679121,103.9921569,304.8951555
542.4214744,150.4214819,166.250675,218.7495691,59569.10864,650000,90,40.61607437,98,1357.426747,0.5,3103.513684,3894.817582,103.9952528,304.8951924
542.4216739,150.4216808,166.2510797,218.7499231,59569.8409,655000,89,40.61609152,97,1357.664468,0.6,3103.562626,3894.956044,103.9983488,304.8952292
542.4218733,150.4218801,166.2515229,218.7502736,59570.75229,645000,91,40.61610868,99,1357.91039,0.4,3103.611589,3895.094505,104.0014448,304.8952661
542.4220729,150.4220795,166.2519892,218.7506273,59571.37889,660000,88,40.61612583,96,1358.159325,0.7,3103.660555,3895.232967,104.0045408,304.8953029
542.4222721,150.4222788,166.252462,218.75098,59572.06895,640000,92,40.61614299,98.5,1358.338613,0.3,3103.709478,3895.371429,104.0076367,304.8953398
542.4224711,150.4224778,166.2528786,218.751335,59572.85223,648500,89.5,40.61616014,97,1358.573097,0.6,3103.758393,3895.50989,104.0107327,304.8953766
542.4226705,150.4226769,166.2533521,218.7516917,59573.51127,645800,90.2,40.61617729,98.2,1358.809093,0.5,3103.807345,3895.648352,104.0138287,304.8954135
542.4228694,150.422876,166.2537981,218.7520461,59574.06794,648200,91.2,40.61619445,99.2,1359.041698,0.3,3103.85629,3895.786813,104.0169247,304.8954503
542.4230691,150.423075,166.2542495,218.7524032,59574.68425,652800,89.7,40.6162116,97.8,1359.282533,0.5,3103.9052,3895.925275,104.0200206,304.8954872
542.4232682,150.4232741,166.2546737,218.7527564,59575.50698,647500,90.5,40.61622875,98.6,1359.508317,0.4,3103.954146,3896.063736,104.0231166,304.895524
542.4234673,150.4234738,166.2551396,218.7531063,59576.1927,651200,89.8,40.61624591,97.9,1359.710348,0.5,3104.003049,3896.202198,104.0262126,304.8955608
542.4236665,150.4236733,166.2556166,218.7534575,59576.76238,647000,91.2,40.61626306,99.3,1359.914929,0.3,3104.051951,3896.340659,104.0293086,304.8955977
542.4238656,150.4238725,166.2561097,218.7538078,59577.69679,648200,90.7,40.61628021,98.9,1360.142519,0.4,3104.100838,3896.479121,104.0324045,304.8956345
542.4240648,150.4240718,166.2565911,218.7541605,59578.29325,644100,91.4,40.61629737,98.4,1360.331299,0.3,3104.149751,3896.617582,104.0355005,304.8956714
542.4242643,150.4242709,166.2570526,218.7545105,59578.99823,650000,90,40.61631452,98,1360.519624,0.5,3104.198694,3896.756044,104.0385965,304.8957082
542.4244636,150.4244699,166.25755,218.7548643,59579.88858,655000,89,40.61633167,97,1360.7581,0.6,3104.247593,3896.894505,104.0416925,304.8957451
542.4246631,150.424669,166.2580431,218.7552136,59580.66334,645000,91,40.61634883,99,1360.943645,0.4,3104.296521,3897.032967,104.0447884,304.8957819
542.4248621,150.4248686,166.2584982,218.7555702,59581.30237,660000,88,40.61636598,96,1361.165152,0.7,3104.345503,3897.171429,104.0478844,304.8958188
542.4250611,150.4250683,166.2589616,218.7559221,59582.13839,640000,92,40.61638313,98.5,1361.396599,0.3,3104.394491,3897.30989,104.0509804,304.8958556
542.4252602,150.4252676,166.2593606,218.7562795,59582.69208,648500,89.5,40.61640029,97,1361.575706,0.6,3104.443407,3897.448352,104.0540764,304.8958925
542.4254598,150.4254668,166.2598325,218.7566383,59583.4676,645800,90.2,40.61641744,98.2,1361.792774,0.5,3104.492364,3897.586813,104.0571723,304.8959293
542.4256593,150.4256663,166.2602433,218.7569889,59584.16353,648200,91.2,40.61643459,99.2,1361.990369,0.3,3104.541299,3897.725275,104.0602683,304.8959662
542.4258583,150.4258654,166.2606629,218.7573471,59584.80096,652800,89.7,40.61645175,97.8,1362.184089,0.5,3104.59029,3897.863736,104.0633643,304.896003
542.4260575,150.4260648,166.2611579,218.7576973,59585.58823,647500,90.5,40.6164689,98.6,1362.416717,0.4,3104.639225,3898.002198,104.0664603,304.8960399
542.4262565,150.4262644,166.2615988,218.758052,59586.2682,651200,89.8,40.61648606,97.9,1362.646228,0.5,3104.688215,3898.140659,104.0695562,304.8960767
542.4264559,150.4264634,166.2620736,218.7584011,59587.00371,647000,91.2,40.61650321,99.3,1362.877275,0.3,3104.737119,3898.279121,104.0726522,304.8961136
542.4266548,150.4266625,166.2625133,218.7587543,59587.89754,648200,90.7,40.61652036,98.9,1363.0719,0.4,3104.786061,3898.417582,104.0757482,304.8961504
542.4268545,150.4268617,166.2629913,218.7591044,59588.81841,644100,91.4,40.61653752,98.4,1363.274932,0.3,3104.835005,3898.556044,104.0788442,304.8961873
542.4270536,150.4270607,166.2634632,218.7594562,59589.69652,650000,90,40.61655467,98,1363.527935,0.5,3104.883924,3898.694505,104.0819401,304.8962241
542.4272532,150.4272603,166.2639476,218.759811,59590.33898,655000,89,40.61657182,97,1363.742515,0.6,3104.932834,3898.832967,104.0850361,304.8962609
542.4274528,150.4274598,166.2644394,218.7601633,59591.23413,645000,91,40.61658898,99,1363.993795,0.4,3104.981819,3898.971429,104.0881321,304.8962978
542.4276522,150.4276593,166.2649055,218.7605177,59591.89631,660000,88,40.61660613,96,1364.205723,0.7,3105.030725,3899.10989,104.0912281,304.8963346
542.4278513,150.4278582,166.2653261,218.7608767,59592.5943,640000,92,40.61662328,98.5,1364.45199,0.3,3105.079656,3899.248352,104.094324,304.8963715
542.4280507,150.4280574,166.2657863,218.7612257,59593.27067,648500,89.5,40.61664044,97,1364.665348,0.6,3105.128636,3899.386813,104.09742,304.8964083
542.4282498,150.428257,166.2662434,218.7615807,59593.82439,645800,90.2,40.61665759,98.2,1364.885441,0.5,3105.177527,3899.525275,104.100516,304.8964452
542.4284487,150.4284561,166.2667271,218.7619392,59594.52577,648200,91.2,40.61667474,99.2,1365.109187,0.3,3105.226502,3899.663736,104.103612,304.896482
542.4286477,150.4286552,166.2671979,218.7622945,59595.2682,652800,89.7,40.6166919,97.8,1365.29896,0.5,3105.275453,3899.802198,104.1067079,304.8965189
542.4288473,150.4288543,166.2676786,218.7626435,59596.0511,647500,90.5,40.61670905,98.6,1365.484185,0.4,3105.324407,3899.940659,104.1098039,304.8965557
542.4290464,150.4290538,166.2681625,218.763001,59596.90358,651200,89.8,40.6167262,97.9,1365.689712,0.5,3105.373322,3900.079121,104.1128999,304.8965926
542.4292455,150.4292528,166.2686348,218.7633599,59597.71379,647000,91.2,40.61674336,99.3,1365.880957,0.3,3105.422291,3900.217582,104.1159959,304.8966294
542.4294451,150.4294522,166.2690616,218.7637151,59598.37524,648200,90.7,40.61676051,98.9,1366.067346,0.4,3105.471265,3900.356044,104.1190918,304.8966663
